ID,First Name,Last Name,Email,Car Make,Car Model,VIN,Manufactured Date,Age of Vehicle (Years)
0519801d-c31d-4fe7-adc0-ab94f7cfe2e2,John,Jackson,john.jackson928@example.com,Tesla,Model S,VJ2W50DFXFU5ZJVT9,2019-09-05,6
052d79e0-a7aa-4f1b-8ddb-ba17019e4bc2,Kevin,Jackson,kevin.j@example.com,Volkswagen,Jetta,3VW2B7AJ8KM123456,2019-07-25,6
053b5d08-0d19-4dd2-b928-c771e26b4195,David,Brown,david.brown@example.com,Chevrolet,Silverado,1GCUYDED0LZ123456,2018-11-30,7
05485ff7-4275-4d77-ae2a-04144ea12463,Brian,Williams,brian.williams230@example.com,Toyota,Camry,98MNFPK1CAZVZ9OO0,2021-09-26,4
054c52f2-06bb-4ec9-87b6-5af0a66d84c4,Jane,Clark,jane.clark969@example.com,Tesla,Model 3,JQMCVWCMKJG26R3IP,2023-03-14,2
05719f7a-b94d-4ba8-b8ee-0c5c091f46aa,Brian,White,brian.white87@example.com,Audi,A4,23BPUS04RJIE2MYTP,2022-03-18,3
059b9d74-47aa-40c3-825b-a882d3cf2629,Amanda,Thompson,amanda.thompson36@example.com,Audi,A4,8DPWLO9VP46QW71JC,2018-08-07,7
05bfd44a-81a1-4f6d-9229-dfb94c4fcfab,John,Anderson,john.anderson865@example.com,Ford,F-150,5Y58ECC03WPBKK06G,2023-09-19,2
05d94678-50b8-4516-a925-a47d8e8fb188,Jane,Garcia,jane.garcia867@example.com,Ford,Focus,XHQKDQT210UYXIOCC,2020-09-06,5
0645141d-7c52-478b-aac3-9bcd5ff38e5a,Lisa,Williams,lisa.williams150@example.com,Honda,Civic,YGXZVGOI13OT53PQT,2017-05-06,8
0664beb8-8f74-4e10-b7d3-4226216ae3c6,Daniel,Miller,daniel.miller122@example.com,Kia,Sorento,0Z39NP3AS8GRE6AJT,2019-06-16,6
067963ce-689b-458a-a431-ae9c9fbfe117,Sarah,Davis,sarah.davis970@example.com,Toyota,RAV4,EQIHOL7DCQIT5OGRE,2018-05-11,7
0690109d-2b78-4d3d-bccb-7deabe2d1668,Sarah,Thomas,sarah.thomas272@example.com,Ford,Explorer,ACI7M1WOT9UMWV95X,2020-09-25,5
06bb340a-3079-402b-8d78-f59c21c700da,David,Wilson,david.wilson579@example.com,Mazda,CX-5,5TQAV75405FJGYRIP,2024-12-10,1
06fbd215-8add-4059-b97b-127e75642784,Daniel,White,daniel.white208@example.com,BMW,3 Series,DBNUNDUAJPROFLS87,2024-08-27,1
0706f0e1-7ee5-4b1e-8556-fe4945a90ee2,Mark,White,mark.white66@example.com,Toyota,Corolla,9TBER2SK0YKJ6GBAP,2018-07-12,7
07bf6ac8-d94c-4698-8fd2-9e1a2b5b65b9,David,Wilson,david.wilson513@example.com,Ford,Explorer,PLFGBEBUOKZ2LH2I8,2023-10-31,2
07c32339-f7fa-4a7e-8e87-99b07c7d9a44,Robert,Williams,robert.williams83@example.com,Mazda,Mazda3,A8RBEEV2GY29NJJQ5,2018-08-29,7
07c72416-8a0c-450a-b1fa-58e4ecdd77bf,Jennifer,Williams,jennifer.williams569@example.com,BMW,5 Series,3CSZE963AF1LN3HCT,2020-01-19,6
085214c2-d9b9-4952-96e6-f412e092e7a3,Daniel,Thomas,daniel.thomas320@example.com,Audi,A6,4KXZ38H3JISFZ59Q2,2018-04-25,7
086d0332-83e5-4043-91e0-4b1c4d26dfbf,Brian,White,brian.white520@example.com,BMW,3 Series,RY9Z4N7G6T91G3R1U,2022-12-29,3
087180cd-2e2f-406b-a1ec-a6b82478fdc2,Robert,Thompson,robert.thompson307@example.com,BMW,3 Series,H78L8JULQVVB2QWYF,2017-04-08,8
09024093-f09a-4f0e-a8e7-5e8a72124748,Michelle,Miller,michelle.miller667@example.com,Ford,Explorer,JLY1RTVZ3GDS77OPY,2017-06-18,8
092eddad-d195-4390-953c-15ecbf47f75a,Lisa,Lee,lisa.lee73@example.com,Nissan,Altima,0AEI6I5M0J4QCMAJ1,2021-02-14,5
0a303d9a-bd19-45da-af3c-fba8c74d99a1,Emily,Johnson,emily.johnson29@example.com,Toyota,RAV4,ZELAHCR6CSTHKK7M8,2018-10-14,7
0a6ad44d-cae1-4565-a904-e6fe1efa0cd1,David,Moore,david.moore764@example.com,Honda,Civic,B0FGO038J2YZKO1G4,2023-07-19,2
0a84adfe-df33-4f04-9b48-b32b69e6b53e,Sophia,Brown,sophia.brown495@example.com,Toyota,RAV4,IBDLLHX2B2RZSQECR,2021-06-06,4
0aa6ef1a-7f08-4185-8c7c-2e8564703f71,David,Smith,david.smith621@example.com,Ford,Focus,YV8WEV356QWGLJNVT,2021-05-27,4
0aaa21af-b627-4d3b-a371-7e2be6c5a477,Robert,Thompson,robert.thompson859@example.com,Honda,CR-V,AZYWE9365QPH123PW,2024-09-09,1
0ac1dd2a-95e3-4245-8633-3cd8d13f4a65,Chris,Anderson,chris.a@example.com,Mazda,CX-5,JM3KFBDM8M0123456,2020-10-12,5
0af9408b-1c0a-4507-a7c0-befb744104b3,Sophia,Jackson,sophia.jackson509@example.com,Nissan,Altima,FRVM6QP65F2CBADKF,2023-11-04,2
0b6079f6-d545-4b9e-903a-054f8077293a,Andrew,Clark,andrew.clark880@example.com,Honda,CR-V,4U19MG509U8SH6FXH,2022-06-19,3
0bbe3038-e7f3-4bf4-a520-0c9cf8a2cc7b,John,Smith,john.smith180@example.com,Audi,A4,C2QOY3BETUXY3ZEZ3,2018-04-24,7
0bed75f0-dcd1-4e34-ba47-9fb43e322033,Jane,Johnson,jane.johnson172@example.com,Kia,Sportage,WMRD8UC5LTXBTG5H7,2017-05-03,8
0c6c9b1a-e286-46b2-8947-8b422e7b5171,David,Clark,david.clark60@example.com,Tesla,Model Y,B7COYCLU7GE30I2T1,2022-08-14,3
0cf94a8f-efef-41fb-90bb-a5be7ef9405f,Jennifer,Doe,jennifer.doe779@example.com,Toyota,RAV4,FLWY6WUX3GZP6PLX2,2017-02-23,8
0cfbb607-a62b-4d0a-b795-29a2b2fed49c,Amanda,Lee,amanda.lee953@example.com,Audi,A4,7QLVKBXGOO3IB3RK5,2021-06-02,4
0cfd45d5-6cd4-4e6b-a1bb-810e60ba1b1c,David,Smith,david.smith644@example.com,Nissan,Altima,M0CS1R98VYP7HGKSP,2021-09-20,4
0d365a36-2d92-4ccb-82b9-40ac234c2b18,Robert,Williams,robert.williams943@example.com,Hyundai,Elantra,4H1Q85DHMVY0NU8CT,2017-06-16,8
0d81a107-8985-40f5-94de-36bd0545dfe7,Jane,Miller,jane.miller633@example.com,Ford,Explorer,P7KW60LDCI0O2WAM6,2024-04-25,1
0d927c3d-f02b-4794-9c00-746fcea18ecb,Mark,Garcia,mark.garcia719@example.com,Toyota,Camry,HO02Z5YEG76F8SUAV,2018-05-04,7
0d94e874-3054-44f6-ad8d-1b34f0eeb657,Andrew,Garcia,andrew.garcia341@example.com,Nissan,Altima,MBXKZ5UWVK3A7GE8X,2019-08-08,6
0de12978-ff06-4adb-9414-9673d2fb86a9,John,Jackson,john.jackson178@example.com,Hyundai,Sonata,0R2DL6BQN8OW112ED,2017-10-13,8
0e15f347-6b97-4483-9ab6-a61085a6310b,Daniel,Williams,daniel.williams114@example.com,Nissan,Altima,BTDTGPWD1QNIOE0YY,2017-01-21,9
0e9fcc25-b63e-4d7f-9c80-c3131e1e1840,Laura,Martin,laura.martin447@example.com,Toyota,RAV4,N872AEY6LVP5QK7M1,2019-11-01,6
0eea46dd-1e46-48c9-9903-4974b637c3b5,Mark,Jackson,mark.jackson431@example.com,Hyundai,Elantra,IL28ILVJIY1CBAXIF,2017-10-18,8
0f2951f4-a035-4d4b-bbd6-9aec7ab832e0,Michael,Doe,michael.doe328@example.com,Honda,CR-V,K76S310LMU7B22O35,2018-11-08,7
0f44ee98-a279-4b68-91a0-effe53dd5e98,Michelle,Wilson,michelle.wilson712@example.com,Honda,CR-V,DRMH675TS6LDV9OSB,2023-03-16,2
0f6fa870-b201-462d-bdb3-4da0b6389a82,Lisa,Martin,lisa.martin690@example.com,Hyundai,Elantra,LP6SNS0X208G1G3HY,2018-10-12,7
0f742da9-59f6-4fa5-ba5c-6224c2f51f00,Daniel,Lee,daniel.lee962@example.com,Honda,CR-V,YFEXHQMGRSS8EN5H0,2020-01-21,6
101715dc-b742-48f5-8e89-1f05a19ccc88,John,White,john.white435@example.com,BMW,5 Series,1W6E19TEQ27TRC6I6,2018-05-05,7
1048d34e-1580-4b92-b4d5-beeb481e5325,Amanda,Thomas,amanda.thomas26@example.com,Nissan,Sentra,2DDD7Z1UF4JIQD3W3,2019-04-29,6
106d7e16-4256-46b0-8015-41e4cd549239,Amanda,Thomas,amanda.thomas984@example.com,Mazda,CX-5,HQ4LJPXGVBZ7IC2EI,2019-03-09,6
107467a2-768e-44b5-9024-f99452c94048,Daniel,Johnson,daniel.johnson445@example.com,BMW,3 Series,8YL3NXTU59I2W44S2,2019-01-22,7
10c6ae02-17ab-4f3c-b808-d7fb2d4dc5e0,Amanda,Johnson,amanda.johnson199@example.com,Mazda,CX-5,Y3XLRFYO0IMVOLN03,2017-04-09,8
10e4fed1-2064-4226-a07a-70d0e0eb3293,David,Brown,david.brown@example.com,Chevrolet,Silverado,1GCUYDED0LZ123456,2018-11-30,7
10f75d2f-e4fd-4c2e-85dc-c588fa375f74,Robert,Thompson,robert.thompson551@example.com,Tesla,Model 3,DEKABAWVA2KV9TUMP,2021-04-27,4
1101b8f1-f106-431b-aff0-95012cc3017e,Jane,Garcia,jane.garcia544@example.com,Mazda,Mazda3,B7AWOR7YC5FG8MVCS,2024-01-26,2
117984f7-774a-4bd9-85ad-6b3a71519ab2,Daniel,Garcia,daniel.garcia647@example.com,Audi,A4,SXA8XJPGSLNGRLFNO,2017-03-22,8
11a5aba6-c192-4adb-ae0b-a0cdded2151d,Brian,Martin,brian.martin111@example.com,Nissan,Altima,NUSOABRRC6F97L6BD,2020-04-10,5
11a8f8bd-5eb3-435d-a87b-6b8fba166cb2,Robert,Miller,robert.miller790@example.com,Audi,A4,SFEXS7JXMUEV7BVHM,2023-10-16,2
123e4c53-f078-4ce4-b925-c41f2bdccfc5,Lisa,Doe,lisa.doe611@example.com,Toyota,Corolla,I2ALJE882V94G5AAX,2020-03-18,5
1280292d-01e8-4733-a2e9-795e8ab192e9,Jennifer,Taylor,jennifer.taylor308@example.com,Ford,Focus,B0IMSTR9FXXUOFJMM,2018-05-29,7
12b90350-36b8-470d-a70b-5a26f639f87c,Chris,Harris,chris.harris932@example.com,Hyundai,Elantra,46FNCTO8EGBYDZGYA,2021-11-27,4
12ca0768-25b6-49cf-87ce-ccb3c2b25af1,James,Moore,james.moore887@example.com,Toyota,RAV4,ZR9DD68QT71SU109Y,2024-05-21,1
12d00da4-fcd4-41ad-81b1-567f835c6db8,Amanda,Thomas,amanda.t@example.com,Subaru,Outback,4S4BSANC5M3123456,2021-04-18,4
12eb8a48-b07c-4d4e-9f6a-97a4bc551359,John,Lee,john.lee364@example.com,Hyundai,Elantra,BNJL5TWH9KRUTN21W,2021-10-17,4
13252c8e-b75d-4f4c-9f3f-bb7d4568e125,James,Smith,james.smith524@example.com,Kia,Sorento,CL9DO7G2MWRJF4KSA,2018-10-20,7
13809e7b-2c2f-4293-8fae-319bd24335c9,John,Garcia,john.garcia947@example.com,BMW,3 Series,UTTMYJNKPD6RTIOR4,2022-06-20,3
138c2089-c77d-41be-88ff-d44f0229548a,John,Brown,john.brown675@example.com,Hyundai,Elantra,W89M445LLN7CIDSOJ,2023-02-11,3
13c2bec5-546d-4fee-ba0d-82a7eb1703ec,Michelle,Jackson,michelle.jackson24@example.com,BMW,5 Series,IFGIQQ3ZEMIHZR9AJ,2024-07-28,1
13d1dcf6-727f-45cb-bc84-02b09f5f6f18,David,Brown,david.brown@example.com,Chevrolet,Silverado,1GCUYDED0LZ123456,2018-11-30,7
13ff2d68-2ac3-4433-bd66-543e0cb2ed9c,Sarah,Anderson,sarah.anderson326@example.com,Audi,A6,5Z98PY5AW27RL83D1,2020-10-13,5
140a3c24-1d21-4e76-b2a4-216882f49f18,John,Martin,john.martin458@example.com,Kia,Sorento,6Q28P4YDB5WZBCE37,2020-05-15,5
140ac4a5-9a90-4a74-9167-16e24c1d8408,Brian,Clark,brian.clark91@example.com,Toyota,RAV4,BTHWPC0IM79LGQP80,2023-04-05,2
143d1f9a-f228-42cc-a6c0-53abd35c932b,Sarah,Johnson,sarah.johnson818@example.com,Mazda,CX-5,5WW87HRL477NKXAD2,2021-09-25,4
14632e02-37c9-4646-9565-9dbd26d9eb21,Brian,Moore,brian.moore12@example.com,Tesla,Model 3,V3D3U9OK8F5FKJW4X,2023-10-15,2
146fdbdc-7755-4fed-b5bb-8e4f9a908f9e,Jennifer,Davis,jennifer.davis640@example.com,Mazda,CX-5,WJ13N28213VBN2SOB,2022-03-02,3
14a00c4c-fd1b-453a-b5b0-03df413c5f2f,Jane,Clark,jane.clark575@example.com,Ford,Focus,E9DLTJIEFXISAYNPC,2020-02-20,5
151c7967-3f98-408a-84d8-f5ef0a38aaa8,Sophia,Moore,sophia.moore586@example.com,Mazda,Mazda3,07SVLWW9WPOSBML4C,2023-06-24,2
154c9e61-9582-4bb2-97c9-52a49c4e02b4,Chris,Garcia,chris.garcia876@example.com,Ford,Focus,MNYZC1MSRSZARA5T6,2024-07-22,1
15b515b9-39bb-4d90-b217-e39cfa0cff38,Robert,Davis,robert.davis560@example.com,BMW,5 Series,PHPNOGYOLFCIBI0R4,2021-11-07,4
16348047-1208-46b8-af37-75a4366ad861,Daniel,Thomas,daniel.thomas318@example.com,Kia,Sportage,W4D8JRLQM6BH492Y2,2020-09-11,5
169bd6f7-c34d-40f2-a292-a5dec16f9446,Daniel,Harris,daniel.harris361@example.com,Toyota,RAV4,TVO7G8IMMMY5RFA83,2019-09-09,6
16e4035f-18de-4974-b2f5-ff6dd452cf4d,Kevin,Martin,kevin.martin632@example.com,BMW,5 Series,EP0M4RPTVC3AJJC29,2023-02-28,2
1717b5f6-8b79-48fe-ab05-11b75c2872c4,Kevin,Miller,kevin.miller662@example.com,Hyundai,Sonata,022QRNK7JRFPZZH35,2024-07-01,1
1755728e-2a6c-4151-95f2-7b14a03f4bc6,Michelle,Lee,michelle.lee327@example.com,Kia,Sorento,A3M5SEPCGHPEY12EI,2022-12-11,3
175f79d3-4d58-4c27-b34f-d53f42a33050,Amanda,Smith,amanda.smith920@example.com,Kia,Sorento,IH84FVBEF6K9C76BU,2017-02-18,8
1771f3a5-6a1d-43ba-85a9-31053c5aebde,Brian,Williams,brian.williams926@example.com,Hyundai,Elantra,EG6RPX4ZO4M7BN3AN,2017-07-14,8
17ab89d3-8f96-4d52-8429-98d80e60bd2e,Amanda,Garcia,amanda.garcia79@example.com,Mazda,CX-5,GDEZ78D97VNDGC2OC,2024-08-13,1
17b8a3ff-b035-4e6a-b3ae-479c6d05cd58,James,Thompson,james.thompson130@example.com,Honda,Civic,X41JNRCQ0U5H64QYG,2024-08-12,1
17c8c929-575f-48a4-8b9e-0c3b6eca48e6,Lisa,White,lisa.white954@example.com,Honda,Accord,7LOKKYSDFB1NZKC3P,2020-08-27,5
1808ecf8-a44d-4766-9273-60328e211d11,Jennifer,White,jennifer.white866@example.com,Mazda,Mazda3,MXR1XW69JJ2D5KUMZ,2020-09-24,5
18103e4d-ba64-4eef-8067-a7da6f362ebf,Jane,Clark,jane.clark329@example.com,Honda,CR-V,SXUMX02Z7QCYRJ1PR,2017-08-18,8
182d5bb7-8afd-472e-aebc-7395db5790b1,John,Lee,john.lee489@example.com,Audi,A6,CLOGU26WRDQ2T4X6H,2022-01-12,4
1841499a-39c2-4e48-95ee-a7a23ef4dd7c,Michelle,Davis,michelle.davis449@example.com,Nissan,Altima,AOZY31LTI7L1GKDO9,2020-12-13,5
18487c60-878d-40b3-902e-c76171339397,Daniel,Thompson,daniel.thompson194@example.com,Honda,Civic,277AKPV6NKCX79AL9,2020-01-22,6
1871592e-892c-4c75-b572-a0b4df8a6636,Sarah,Anderson,sarah.anderson700@example.com,Kia,Sportage,3YIHTQLVKIUJWAHEX,2018-08-18,7
188cfe9f-4bb1-40b6-bafe-401cd0b205eb,Michelle,White,michelle.white408@example.com,Mazda,CX-5,43V436NROIK85OZZG,2023-10-24,2
189b0da5-1a2d-4a8a-aa23-614cc27ede2d,Sarah,Thompson,sarah.thompson812@example.com,Mazda,Mazda3,X908T9CA43N2HMN6L,2022-10-12,3
18be8bd1-7587-4229-bb9d-1dcfe99dc541,Amanda,Moore,amanda.moore160@example.com,BMW,5 Series,OGL6SIDWVJXM961Q5,2020-04-25,5
19070c58-f6ae-4746-bd06-faf72718c66a,Kevin,Jackson,kevin.j@example.com,Volkswagen,Jetta,3VW2B7AJ8KM123456,2019-07-25,6
191e8d86-1f79-4619-93c4-be9278094fc0,Emily,Anderson,emily.anderson523@example.com,Toyota,Corolla,UVHO451V5AJAQDN4O,2024-02-29,1
192f482e-3329-4bac-91c9-20da617392d7,Emily,Miller,emily.miller595@example.com,Nissan,Sentra,6EV2SJLGZQP6BO41E,2024-05-10,1
19566fdb-81d2-4b98-b7f0-9786a0ab3043,Jennifer,Thomas,jennifer.thomas940@example.com,Toyota,RAV4,V786HXWVIIXJ0LPHP,2023-04-05,2
19bae171-fd48-4d84-80d3-7d9abd6a15f1,Robert,Moore,robert.moore@example.com,Nissan,Altima,1N4AL3AP8KC123456,2019-12-03,6
19d77f49-e18d-46fb-8567-d74cc7046236,Amanda,Brown,amanda.brown399@example.com,Hyundai,Sonata,5XYYJGUENC1TJ3GQE,2022-01-15,4
19fc3c4c-0698-4d29-be27-40aa554e78a7,Mark,Brown,mark.brown219@example.com,Tesla,Model Y,D5RXRAVLIN48E08JV,2018-03-29,7
1a1a3464-1292-4099-9663-b0c2309e6dd6,Jane,Martin,jane.martin85@example.com,Ford,F-150,1G9JGDB210V6592HD,2020-10-16,5
1a225c01-2c79-4733-bd95-73f8b6e5d26d,Lisa,Miller,lisa.miller184@example.com,Kia,Sportage,KTOXXI5ZBTXQ13VGO,2021-11-27,4
1b0b70e7-1a31-419a-b91f-c75a29924129,Brian,Davis,brian.davis892@example.com,BMW,5 Series,XE5I0E3AYFSFFWX9T,2021-01-19,5
1b2b4304-a217-4b6b-b991-4b3962ccb05d,John,Doe,john.doe@example.com,Toyota,Camry,1HGBH41JXMN109186,2020-05-15,5
1bdc5703-0094-4aa9-bfd5-fcf2adc5f50a,Laura,Moore,laura.moore707@example.com,Kia,Sorento,JUJ3QXE1722IHTAR0,2018-06-07,7
1c6f4668-0c14-4575-8b3f-4f11a00f1c27,Jane,Taylor,jane.taylor706@example.com,Toyota,Camry,GUX5RWBJRJQLGWSIV,2022-11-03,3
1c7fde36-923e-469a-b4ea-e87154bd2dfe,John,Clark,john.clark228@example.com,Tesla,Model S,Y9LPYXA1MVN2VFP81,2022-04-17,3
1c8cdd96-b3ae-4648-8439-87c59d73dbc2,Sophia,Smith,sophia.smith118@example.com,Ford,F-150,RV09DQDZ19IAGDUW4,2020-07-03,5
1cb54067-d5e8-4060-9cd4-c8531620b442,Michael,Harris,michael.harris52@example.com,Toyota,Corolla,3VZMF2BBVE7HMI5MI,2019-07-28,6
1cc0bae2-64a2-4ddf-a7cf-92076468cf84,Daniel,Moore,daniel.moore735@example.com,Honda,Accord,TFHNBAXKTBXYTRCRU,2019-04-16,6
1cdf2698-71b3-47ab-96d8-2e8fd4d0e7d6,Sophia,White,sophia.white801@example.com,Tesla,Model S,RQD9Q214A0XPA2PNL,2019-05-14,6
1d007343-36d8-412a-b592-e89379a45a81,Jane,Smith,jane.smith@example.com,Honda,Civic,2HGFC2F59FH123456,2019-08-22,6
1d020281-8fdf-403d-ae91-574239d79de6,Daniel,Miller,daniel.miller886@example.com,Kia,Sportage,89ID5KT815RYWTT69,2024-08-03,1
1d3f0178-14b4-4b95-9a67-1cdacca29798,Emily,Jackson,emily.jackson899@example.com,Honda,Accord,O0PT9SKUBZ1O2D35C,2023-07-09,2
1d5449e5-fe14-418e-9012-8c0d22f04f7a,Chris,Anderson,chris.a@example.com,Mazda,CX-5,JM3KFBDM8M0123456,2020-10-12,5
1d755aba-db08-466c-b4e8-b7eccc97b8b2,Chris,Williams,chris.williams502@example.com,Kia,Sportage,L6L61V2H70E1HXFOG,2021-09-09,4
1d9706db-67f9-43f3-a5a0-a9b66bfb357b,Robert,Moore,robert.moore965@example.com,Audi,A6,GV0HVJOYRWFRG6RMM,2017-05-24,8
1d99da6b-c73b-45fa-877f-b2ddc703987d,Kevin,Doe,kevin.doe558@example.com,Audi,A4,NLXSC3KPERIT9INH7,2023-11-01,2
1e7f9e48-5b77-497b-a987-45ad937a979b,Jane,Anderson,jane.anderson478@example.com,Honda,CR-V,ZHK0JQEKGURH4W708,2021-01-31,5
1ec48e32-927e-4c0b-ac80-462628baf291,Kevin,Thomas,kevin.thomas682@example.com,Nissan,Altima,F8D3H18TL8UC1UJMM,2019-11-09,6
1ecf186d-583f-49c7-8823-f67aa23fc11a,Jennifer,Anderson,jennifer.anderson759@example.com,Audi,A4,O3NP0LQ9SJU4C3TLM,2020-08-26,5
1f1a062d-83e2-4707-9a82-4f6410728ed8,Robert,Moore,robert.moore269@example.com,Kia,Sorento,AY9KIM0TZ99QYHKJ9,2018-06-20,7
1f579d73-6e34-4d22-a2f1-34dde8faf291,Laura,Doe,laura.doe215@example.com,Kia,Sportage,F2EXYELYTQ36WUFIQ,2024-03-03,1
1f7f58e8-dae1-4b71-9d72-d04bd16ac941,Jane,Johnson,jane.johnson119@example.com,Toyota,Camry,SP5U05G8H6G5EHRLU,2021-11-28,4
1fc7399d-c221-47b4-bb67-c685073e0853,Sophia,Thompson,sophia.thompson368@example.com,Audi,A6,DVIEQOT8JWHP2M2I2,2024-07-25,1
1fceb176-53f3-44cc-943f-94c96e80d103,Michelle,Anderson,michelle.anderson112@example.com,Audi,A6,HAY5GYESEYKH2NIMC,2022-08-23,3
1fd039da-00ab-4089-96d6-ec9b56947749,Robert,White,robert.white220@example.com,Toyota,Corolla,R4SDGT0N1ITMVVHUA,2019-11-29,6
1fd0e275-298c-4c1d-b0cc-4fbc8d73579a,Brian,Johnson,brian.johnson249@example.com,Tesla,Model Y,XG8LORF27TFBHASN2,2021-08-09,4
1fe84774-0ef3-492d-b07d-3d15e687a4b0,James,Johnson,james.johnson374@example.com,Toyota,RAV4,NGQOORH62M6U1KP6E,2020-06-17,5
200072f7-dc0e-42c2-a5fb-9b1eeb88f6fc,Brian,Doe,brian.doe900@example.com,Nissan,Sentra,BBD9PSPA2ANFMW8OR,2023-02-23,2
2003a3ec-1209-45b8-a383-b0ff766c6f4e,Michael,Davis,michael.davis619@example.com,Mazda,Mazda3,9GQ55F2FHEKTF3K68,2023-04-08,2
205ef203-716d-4d98-ac7b-3da24689de92,Jennifer,Davis,jennifer.davis190@example.com,Hyundai,Elantra,QWWT5NNQQ3TS4KTTR,2018-04-03,7
208c0a18-f68a-4ef1-b739-1812f08e9977,David,Moore,david.moore587@example.com,Honda,Accord,QE8WYX1VT37UJTOO9,2023-04-08,2
20968d52-ba30-47e6-940c-fdb683bd741f,Michelle,Taylor,michelle.taylor258@example.com,Ford,F-150,I4EFRD5D35SF4Y89G,2023-10-04,2
20e4119f-0f13-442f-938c-a15ad325e18a,Kevin,Thompson,kevin.thompson108@example.com,Nissan,Sentra,H34668DX4YW2QSF6B,2019-02-11,7
21242e0c-3051-427b-af5d-63b964f9e738,Emily,Davis,emily.davis154@example.com,Toyota,Camry,PXIQBYU2VYTC6QDU0,2022-10-06,3
2167cac8-efd8-47ee-8bc2-9e03fcf04b7b,Kevin,Jackson,kevin.j@example.com,Volkswagen,Jetta,3VW2B7AJ8KM123456,2019-07-25,6
219a2b9d-78a2-4e7d-adf4-aab3db0f3df4,Michelle,White,michelle.w@example.com,Kia,Sportage,KNDPM3AC0K7123456,2022-09-30,3
21c6f703-3040-46aa-af55-43d623790a27,Jennifer,Wilson,jennifer.wilson255@example.com,Hyundai,Elantra,SXN2I8WB5NFXZ31RZ,2022-11-05,3
21d8ea09-867d-489c-8c46-d37c8e58ab2a,Kevin,Thomas,kevin.thomas222@example.com,Honda,Civic,XK5B2UF57UCWI90FJ,2018-05-26,7
